Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Belarus,BLR,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.29998699,-16.09999488,-6.299993313,-29.40001413,-28.70000424,7.200011886,15.89999577,6.900029676,-16.00002005,14.70001517,1.893903555,2.43675436,25.85281288,29.3135123,13.16263587,32.33073974,16.34906583,28.31523017,-3.08132281,18.63298323,7.805543603,-6.72685146,8.707626003,-5.546023127,-18.28204448,-12.16819087,8.557646498,5.016731582,7,-8.199999886
Belize,BLZ,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.600982986,-31.69250663,2.142487298,30.32745756,-8.050127159,2.278698932,26.38775516,27.99815022,33.27680591,-7.112487573,22.52834036,5.066051791,14.09079982,-23.54727735,9.54914657,-3.562915658,0.386653369,-1.447440409,34.67785689,45.0956377,-16.4360417,0.452908514,-10.81788357,-0.938812151,10.08404263,-7.217724749,2.422828073,33.8647904,-25.07440979,-36.38452274,38.01264366,-13.58122813,28.29806255,14.780963,20.15698829,0.590601928,-5.426307657,-17.90120396,6.344252139,8.04723043
Bermuda,BMU,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.225690472,15.45043591,7.383582716,-1.657437827,11.70644167,-24.05786068
Bolivia,BOL,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,-19.04,62.05533597,1.492537313,5.330882353,19.02268761,4.252199413,-6.540084388,38.1489842,-6.045751634,2.260869565,12.14162943,33.39464165,-16.47669823,-14.9012271,63.74393792,-19.02618173,8.441843453,29.7940277,-12.92401511,-28.1445227,-0.781438209,-23.51100507,-11.13960267,39.29431923,26.82313235,-30.4998363,17.5154045,3.83093797,-15.12008052,17.68421642,29.28703411,5.322719946,-0.069100187,-10.60234678,12.30877316,18.7876647,30.23353848,28.51005821,-18.76211819,-7.377366276,-17.46912546,17.86122596,-12.8278045,-11.84494921,26.86561712,-5.090104045,11.05646633,29.31336959,3.878754236,7.147021623,25.85164356,-6.60992862,16.04455855,12.51003962,0.815876773,9.862039679,15.85261673,-0.450292602,0.584831601,-25.65881918
Brazil,BRA,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,15.34846326,16.71469091,20.99067137,13.25862112,9.734344307,7.027197772,-1.17063632,4.747686988,3.885684,9.171502749,-12.3903565,-6.723107425,-16.09836585,1.234531472,8.790642957,22.98004004,-1.139476532,-4.840554905,1.211135138,-8.097307379,8.083811343,-6.621067727,6.325739251,14.25676873,7.290004101,0.798462505,8.418114392,-0.1638408,-8.875302373,4.813191591,1.304475521,-1.443774809,-3.98451237,8.486963397,1.956300921,6.66078833,11.95240791,12.28695792,-2.133874823,17.85392143,6.834046414,0.778776996,5.827201091,-4.224068653,-13.94650021,-12.12982643,-2.557355557,5.231758309,3.364105753,-0.776685637
Barbados,BRB,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.408796283,18.07875674,21.728147,-10.04566236,8.49100051,86.21863318,-38.00822295,-12.93294147,-19.88996901,-28.63333962,6.671741955,45.72952551,-20.84313293,2.813026977,0.47526419,1.410901647,26.54034015,13.16876105,-0.304742723,-3.546852917,37.00357641,28.81182933,11.94638704,-31.15484336,6.551740125,-11.09555496,7.97940467,28.06488769,-4.381944812,-9.263962729
Bhutan,BTN,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.8778101,33.59644647,18.39805225,23.9133495,-5.419390329,-3.630765939,1.904061232,-0.584512107,25.93519118,26.45495884,29.79131799,13.76641555,0.995374041,17.01969396,-13.5233775,-2.155580704,-23.98112349,53.98100276,16.46220583,46.06130915,11.8512721,3.527680263,-36.92014896,26.83136156,16.47991144,12.47494164,-2.057009055,-5.823316425,-16.23356282,-14.54831808
Botswana,BWA,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,-15.29488345,0.650122112,28.0941765,24.84954116,16.75931359,10.95034513,-8.012338649,-15.95903446,19.17172333,-7.456058952,-6.735608826,-31.24921115,101.4349693,106.9136625,8.886418075,-10.95627827,-8.857167254,1.92608732,-4.628364401,8.35265525,-0.467940289,1.214852806,71.04249575,-23.92719275,34.2646408,-2.403187648,2.722783423,3.544515394,23.93110288,-16.30134023,14.73097068,6.760698659,27.29842449,-22.45915585,29.34794338,9.560961226,19.04200794,-12.63929493,-1.909698317,22.77010014,-5.363296023,5.260822472,13.9013042,11.30632878,13.3255679
Central African Republic,CAF,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.68512344,-23.33938677,-22.39959109,-26.86646569,92.2595954,16.23920074,48.47204892,-27.9628547,25.97628689,-9.564369098,-10.02349979
