Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Botswana,BWA,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,10.12219865,8.623131565,9.677939792,0.253382452,-1.240601634,4.032139338,3.513198735,12.17828742,-4.298468329,-3.828002122,28.1758603,26.42067868,16.41301131,10.17369729,8.794720155,12.30448989,3.918808134,10.41488717,11.93750272,1.597646112,6.233324506,7.069952048,2.715111251,17.88143981,23.97774156,11.74984025,15.62583756,28.02665754,20.14068936,8.553599999,6.395537351,6.965627594,10.03968503,11.08224259,10.15045927,10.11187132,7.401186874,3.267525251,10.16349362,-1.231846791,2.905599903,5.670844133,3.545719417,-0.983136205,3.601339058,9.322535572,10.65935353,10.46338794,4.776751027,8.742996737,9.027933058,7.237047854,10.09267605,6.488376208,-2.066524356,9.59035017,3.486636881,2.683236693,6.845548728,-0.758126102
Central African Republic,CAF,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.103892094,5.566150907,3.828296369,-18.23060627,5.105230107,4.946022902,3.920439573,5.952604558,4.372811747,3,7.508374668
Canada,CAN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.10625608,4.734657625,4.976852425,2.674800086,3.576707203,2.107996485,3.131646729,3.307673608,3.640324561,2.803341575,1.451992109,-0.652050468,2.479625024,2.830931931,1.775144365,2.149291722,2.648442719,1.447713619,1.887590131,2.912207345,2.387215015,2.39888655,-4.961541032
Central Europe and the Baltics,CEB,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.497290476,2.517039797,3.670153292,2.900693035,5.193847671,2.679406737,4.100988235,3.133574743,4.224866799,5.305831978,5.651321561,7.155691967,2.61026983,-1.679496532,1.494825391,1.753160397,5.893106189,0.45519651,2.120814523,3.918686366,3.705380674,5.283189482,4.762649514,4.98595475,-2.489826431
Switzerland,CHE,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.851642979,0.210540614,-0.099863186,0.335012146,0.817044541,1.371216768,2.737838092,3.686346346,1.527158467,4.672035094,1.141950772,-0.159886378,0.21912181,3.481800845,2.404304213,3.80933289,4.063697734,2.949206369,0.316321674,2.202459832,0.456494612,2.342670232,1.831575001,3.024612727,2.387050219,1.99475462,0.766226954,2.168778637,0.840534299,-1.973181203
Channel Islands,CHI,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,4.166104591,1.823832855,5.433907071,2.497009419,2.082127831,10.12816325,4.594863384,3.303724092,6.258073892,2.391970032,9.985529294,1.190869773,-2.893129567,-3.374829199,-6.178849078,3.32810713,10.48445621,9.790743345,9.05542026,9.396229761,5.413249723,-9.882273798,-8.316448407,1.494646606,4.77030891,7.695940941,6.461078573,5.637090933,10.3103542,3.619396974,8.696580886,12.07052617,5.829157211,5.1490988,10.08994842,7.600892566,7.056502239,4.68281857,1.232250259,4.764574065,4.34949575,3.671698757,5.105570634,7.390059681,7.094192247,7.389188189,7.74564219,5.276498423,-0.3289782,6.560251631,7.887668369,5.929829076,3.930645418,2.618010048,2.795673463,2.629738638,1.649878004,3.65337696,1.676086988,-6.94954279
China,CHN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,7.8461901,6.06181082,9.586057363,12.65289743,14.63349669,19.38346502,18.11368966,12.31769081,14.68168199,13.17160363,5.83808887,2.668735123,9.204204012,12.60032902,12.16995535,11.3683801,10.08279153,9.215581027,10.43125126,8.402165453,9.249144512,9.776352064,10.25938834,10.48563576,9.539808452,10.12003643,12.35794853,14.1342093,16.07149499,10.47584062,9.586585829,9.668981509,9.48812944,8.014099771,8.299168466,8.341816938,8.776709627,8.096079968,8.269773323,7.983510025,7.180685086,2.085382994
Cote d'Ivoire,CIV,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60844411,7.216439466,-7.100408395,18.32347247,4.745918309,8.128053636,-12.41378717,12.31179494,4.257597492,5.804788121,6.167034229,0.733270781
Cameroon,CMR,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,4.784888523,-23.58017293,-42.25135646,-4.159553633,20.02641246,2.826509538,33.26151697,-0.507695636,17.4962651,25.18065051,-9.354449783,23.7518742,46.91521907,-6.22256985,-12.39502662,14.06244584,8.025074852,11.56749807,0.835463915,9.255386372,7.154570989,-7.729824943,-2.725956537,-10.00884189,-8.264691869,-2.254064501,-11.0439084,-21.77596042,2.225519024,5.776015802,5.215520965,6.11722717,4.193251164,3.752006405,5.291322518,6.331290263,2.206406235,8.692136299,9.591774927,7.015890481,3.462711603,7.631171001,6.600702228,4.845344972,4.675114483,6.327615149,3.055582376,5.338699778,6.296392965,3.229784256,4.428686026,4.7589109,5.094494316,3.147384859,0.561459647
"Congo, Dem. Rep.",COD,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,7.083678988,-25.79389742,-20.86500331,-1.949051445,10.5552693,-0.627626479,-5.325159535,10.60584197,14.33557956,-1.130594355,11.58186128,-8.774546885,9.616076148,4.981587786,-3.18768634,-7.687035368,-5.12427588,7.204752937,21.5155989,1.187704641,2.153090786,12.03842351,1.982834775,3.772135401,-21.3049573,-6.756343825,2.875476756,-2.760872152,-2.356533162,2.332015095,-9.717613844,-16.85761675,-0.161555321,4.956742346,11.06915223,9.395691721,3.743021927,6.278777969,11.7087204,9.609404498,3.992644322,-4.550385519,1.033007925,6.61161569,7.831399944,6.838013709,9.070483371,4.50340724,2.967969288,1.315770075,5.66283343,0.128498172
"Congo, Rep.",COG,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,12.38804204,7.358328596,-6.003454052,3.693663823,7.198803751,-2.136984903,-7.415643385,12.13498844,13.22036096,2.285470589,12.04076392,10.81474433,7.28767363,2.533631448,0.173029706,-2.730650926,-5.353437542,9.631977247,2.874895678,16.029173,36.44797246,19.10168737,-0.715924039,7.596109861,1.027734453,-7.097735803,-2.628403255,-0.143747484,-3.10325878,-1.888847538,7.486141683,1.281318646,-3.670964327,-8.164649043,2.342061108,3.152348225,-14.18559513,1.811613247,-9.345179228,15.75885033,12.3054563,7.400916694,4.581398264,4.608737397,3.781327451,10.04449584,12.26819041,-1.222096116,-2.367478442,4.664700308,10.98492431,18.31499328,5.288305946,6.69369526,-2.651246194,-2.880001635,-9.585077421,-4.220248641,-1.786256492,-8.743032461
Colombia,COL,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,5.804622601,2.869045817,5.36344756,6.809408827,8.527554999,9.261083046,6.616302445,7.35586602,6.308531673,2.795749352,5.22271992,5.723238833,7.963071704,5.13327434,5.001703913,4.318074287,2.9634683,0.96145445,1.572500532,1.948240974,3.776055269,5.020434733,5.616581039,2.606764822,3.972521965,3.193945567,5.957113011,6.385338162,8.041253642,7.208516502,7.156512899,5.144662461,0.228391936,-3.828384209,1.431504437,1.961943344,2.330368653,3.488274779,5.294116546,4.68374849,6.312251391,6.688097566,3.228692308,1.562048628,4.92161737,6.35289533,4.333557255,5.358069934,5.469644488,3.601152442,2.376415349,2.576482579,3.663239616,4.433988701,-4.948903597
Comoros,COM,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864616584,6.383577713,4.82071186,4.110914752,2.280442954,1.867053907,1.637913479,2.687771926,-3.180487805,5.091073108,-5.396002082,8.531052723,3.006154612,-5.276473026,3.609680507,-1.291514538,4.030410795,1.282567534,1.924443392,10.84811314,2.332998907,2.324441388,2.104322334,1.919494671,2.837040244,2.647192453,0.95163705,5.400020633,0,0.899875816,6.399980599,5.499903131,3.900165275,4.900008837,3.267209467,4.006027276,4.512443825,1.977317075,1.8175195,-0.494678711
Cabo Verde,CPV,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,11.89543366,9.286260134,9.572911609,5.170599395,4.235643388,2.332548517,-3.139363975,6.358230072,6.502211061,3.502367011,2.693914867,11.89194841,7.855081115,20.75949855,15.3251578,11.877118,16.00843286,14.11433946,9.7469609,17.00989056,7.085303842,6.27806981,5.171835787,11.38575686,7.251124653,8.841729595,-6.945349086,4.289928488,0.493782749,3.262609323,3.145072301,4.068622115,0.321790009,-0.203883191,-0.381792971,5.524708782,1.462158111,4.390100259,6.204177247,-14.15145663
